spectraltype,redshift,color,temperature,gravity,metallicity
G8II-III,0.0001267503,0.895,5063,2.65,0.25
M1V,-4.450613E-05,1.474,3705,4.8,0.6
K7V,0.001071428,1.363,3900,4.232,0.17
G5,-0.0001067669,0.58,5625,4.2,-0.21
G0V,-0.0003445217,0.526,5704,4.36,-0.74
A1V,-0.000784418,0.107,7852,3.18,-1.67
G8V,-0.0003946925,0.692,5285,4.62,-0.71
G0V,-0.000239642,0.526,5704,4.36,-0.74
G5,8.894205E-05,0.58,5625,4.2,-0.21
G0,-0.0002420424,0.564,5720,4.4,-0.54
F8V-VI,-0.0002205722,0.45,5966,4.21,-0.72
G0V,-0.0001445894,0.526,5704,4.36,-0.74
G0V,-0.0001456921,0.526,5704,4.36,-0.74
F9V,-0.0004033196,0.518,6038,4.37,-0.08
G8V,2.727371E-05,0.692,5285,4.62,-0.71
F2,-9.025535E-05,0.366,7126,3.924,0.23
G5Vp,-0.0001370643,0.704,5320,4.49,-0.76
F0,-0.0001540206,0.287,7134,3.863,0.05
G1V,1.474855E-05,0.6,5630,4.5,-0.45
0,-0.0004109301,0.536,5665,4.28,-0.99
G1V,-0.0001212271,0.712,5613,4.11,-0.94
M1V,0.001244786,1.474,3705,4.8,0.6
K3III,-0.0001737454,1.299,4395,2.11,-0.01
M1V,0.0007731107,1.474,3705,4.8,0.6
G3IV,-7.901491E-05,0.828,5126,3.5,-0.59
G1.5Vb,0.0008430588,0.573,5813,4.4,-0.07
G5,-7.861613E-05,0.717,5426,4.5,-0.04
G5,-1.780331E-05,0.732,5281,4.374,-0.12
G8V,-2.958942E-05,0.692,5285,4.62,-0.71
G2IV,0.0007345202,1.014,4483,1.04,-2.09
G8Vp,0.0002301757,0.754,5047,4.59,-1.34
F8V,5.611143E-05,0.547,5807,3.63,-0.11
G0V,0.0004824,0.526,5704,4.36,-0.74
G8Vp,0.0003935832,0.754,5047,4.59,-1.34
K0,0.0004192501,0.624,5100,2.73,-1.82
G5,0.000488936,0.953,4576,1.4,-1.71
M1V,0.0005909906,1.474,3705,4.8,0.6
G0V,-0.0001221956,0.564,5651,4.42,-0.32
G5,-2.58196E-05,0.732,5281,4.374,-0.12
G7V,-8.734191E-07,0.656,5377,4.5,-0.35
G5,2.635244E-06,0.717,5426,4.5,-0.04
G8V,0.0002127957,0.692,5285,4.62,-0.71
G8IV-V,-8.641174E-05,0.701,5563,4.23,-0.02
G5Vp,-7.557006E-06,0.704,5320,4.49,-0.76
K5V,0.0002768874,0.983,4576,4.414,-0.39
K0,1.829412E-05,0.624,5100,2.73,-1.82
G5,0.0001084577,0.717,5426,4.5,-0.04
F8V-VI,0.0001105521,0.446,5895,4.41,-1.05
G8V,2.661452E-05,0.692,5285,4.62,-0.71
G5Vp,0.0001542854,0.704,5320,4.49,-0.76
G5,0.0001358941,0.717,5426,4.5,-0.04
G8V,-0.0001269557,0.692,5285,4.62,-0.71
G5,0.0001182428,0.717,5426,4.5,-0.04
G5,7.139945E-05,0.717,5426,4.5,-0.04
G5,-9.43596E-05,0.717,5426,4.5,-0.04
F7/F8IV/V,0.0004383403,0.475,5850,3.62,-0.92
A0,-5.56612E-05,0.116,7652,4.287,0.06
G0V,-0.0002261299,0.572,5661,4.27,-0.37
G5Vp,-3.006017E-05,0.704,5320,4.49,-0.76
G0V,9.545552E-05,0.868,5575,4.266,-0.15
G8V,0.0001292738,0.692,5285,4.62,-0.71
G5,-2.611138E-05,0.717,5426,4.5,-0.04
G5,-0.0002271767,0.645,5476,4.357,-0.32
F8V-VI,0.0006443941,0.45,5966,4.21,-0.72
K5V,1.646675E-05,0.983,4576,4.414,-0.39
G8V,6.327736E-05,0.749,5239,4.5,-0.21
K0,1.947896E-05,0.773,5261,4.55,-0.03
G5V,-7.676343E-05,0.667,5463,4.5,-0.16
G5,1.364607E-05,0.645,5476,4.357,-0.32
K1V,0.0002733461,0.811,5059,4.45,-0.16
F0,0.0002662696,0.287,7134,3.863,0.05
K0V,-6.90342E-05,0.786,5221,4.5,-0.24
G0,-0.0001238443,0.573,5671,4.323,-0.18
G5III,0.0008765841,0.709,5073,2.51,-1.44
K5V,1.272323E-05,1.069,4382,4.64,-0.28
K2V,6.00589E-05,0.871,4955,4.47,-0.23
K3V,-6.159376E-05,0.95,4775,4.409,-0.12
K3V,-6.775888E-05,1.038,4528,4.251,0.07
F8V,0.0004685989,0.661,5152,2.4,-1.42
K1V,0.0004712388,0.811,5059,4.45,-0.16
B9III,0.0005080916,-0.021,9640,3.804,-0.06
G6V,0.0001105118,0.603,5474,4.16,-0.67
G5III...,4.648976E-05,0.84,4861,2.43,-0.66
G5III,0.0001778724,0.709,5073,2.51,-1.44
G8V,0.0001170119,0.692,5285,4.62,-0.71
K5III,-9.637212E-05,1.538,3922,1.21,-0.17
M1V,0.001247583,1.474,3705,4.8,0.6
G3IV,0.001013794,0.828,5126,3.5,-0.59
F8V,-0.0004515031,0.661,5152,2.4,-1.42
G2V,0.0006439408,0.581,5506,3.8,-0.5
K5V,0.0001851657,0.983,4576,4.414,-0.39
G5V,-0.0002398563,0.64,5473,4.351,-0.08
F9V,-0.0008324567,0.486,5790,3.7,-0.65
0,-3.471985E-05,0.536,5665,4.28,-0.99
G8IV-V,-0.0003938021,0.858,4804,2.5,-0.5
K5V,3.243566E-05,0.983,4576,4.414,-0.39
K5V,-7.283194E-05,0.983,4576,4.414,-0.39
K1V,-0.0001335453,0.811,5059,4.45,-0.16
F9V,-3.620165E-05,0.518,6038,4.37,-0.08
G0,-6.049279E-05,0.645,5467,4.68,-0.4
G5Vp,-2.403995E-05,0.704,5320,4.49,-0.76
G0,5.146426E-05,0.573,5671,4.323,-0.18
F8,-5.040377E-05,0.53,5873,4.37,-0.45
G0V,-7.873823E-05,0.564,5651,4.42,-0.32
K3Vvar,-2.894026E-05,1,4727,4.5,0.05
K3V,3.662863E-05,0.95,4775,4.409,-0.12
sdF8,-0.0003667005,0.394,5949,3.93,-1.7
G0V,-0.0006304366,0.526,5704,4.36,-0.74
K1V...,9.528112E-06,0.863,4801,4.6,-1.72
G0,-0.0001876453,0.645,5467,4.68,-0.4
G3V,1.128555E-05,0.613,5324,4.47,-0.75
K1V,-0.0002606663,0.811,5059,4.45,-0.16
G8V,-0.0004709892,0.652,5455,4.34,-0.55
F9V,-0.0002089889,0.568,5748,4.17,-0.42
G5V,-8.917484E-05,0.667,5463,4.5,-0.16
G5Vp,0.0001621326,0.704,5320,4.49,-0.76
M1V,0.0002482871,1.474,3705,4.8,0.6
Fw,9.112619E-05,0.647,4949,1.32,-2.32
F8IV,0.0002181069,0.456,6163,4.12,-0.29
F8IV,-0.0001083221,0.456,6163,4.12,-0.29
G5IIIwe,0.0001241179,0.711,4984,2.36,-1.97
F5V,-1.440634E-05,0.429,6180,4.11,-0.41
G5IIIwe,-0.0002214238,0.711,4984,2.36,-1.97
G2V,4.662359E-05,0.539,5373,4.37,-1.08
M1V,-0.0001323924,1.474,3705,4.8,0.6
K7V,0.0001162112,1.363,3900,4.232,0.17
K7V,-0.0001121395,1.363,3900,4.232,0.17
F8IV,-7.089014E-05,0.456,6163,4.12,-0.29
G2V,-7.032914E-05,0.539,5373,4.37,-1.08
M1V,-3.943927E-05,1.474,3705,4.8,0.6
G5IIIwe,-0.0001008474,0.711,4984,2.36,-1.97
F8IV,-6.114657E-05,0.456,6163,4.12,-0.29
G5IIIwe,4.840144E-05,0.711,4984,2.36,-1.97
G2V,6.620347E-05,0.539,5373,4.37,-1.08
G8V,1.879336E-05,0.727,5301,4.34,-0.5
F5V,-2.371292E-05,0.429,6180,4.11,-0.41
K7V,-7.25038E-05,1.363,3900,4.232,0.17
G5IIIwe,6.102319E-05,0.711,4984,2.36,-1.97
K5III,-0.0001215563,1.538,3922,1.21,-0.17
G5IIIwe,-4.60558E-05,0.711,4984,2.36,-1.97
G2V,7.798559E-05,0.539,5373,4.37,-1.08
K7V,0.0001543946,1.363,3900,4.232,0.17
G2V,7.525252E-05,0.539,5373,4.37,-1.08
K7V,-0.0001584385,1.363,3900,4.232,0.17
G2V,-7.387358E-05,0.539,5373,4.37,-1.08
K7V,-9.039691E-05,1.363,3900,4.232,0.17
K7V,1.060807E-06,1.363,3900,4.232,0.17
K7V,0.000173125,1.363,3900,4.232,0.17
K7V,0.0001044293,1.363,3900,4.232,0.17
G2V,7.509279E-05,0.539,5373,4.37,-1.08
K7V,1.931222E-05,1.363,3900,4.232,0.17
K7V,8.945325E-05,1.363,3900,4.232,0.17
K7V,0.0002300486,1.363,3900,4.232,0.17
K7V,2.533516E-06,1.363,3900,4.232,0.17
K7V,8.986355E-05,1.363,3900,4.232,0.17
K3III,5.385742E-05,1.381,4066,1.43,-0.27
K7V,0.0001165088,1.363,3900,4.232,0.17
K7V,-4.418095E-05,1.363,3900,4.232,0.17
F5V,-8.188006E-05,0.45,6000,4.03,-1.29
K7V,-8.518025E-05,1.363,3900,4.232,0.17
K7V,5.397055E-05,1.363,3900,4.232,0.17
G0,-3.45428E-05,0.626,5530,4.5,-0.16
M1V,0.0009379941,1.474,3705,4.8,0.6
F7V-VI,-0.000178635,0.452,5961,4.3,-1.16
B3Ve,0.0006097341,-0.044,9645,3.49,-0.09
G0V,-0.0004178351,0.564,5651,4.42,-0.32
O8,-5.111503E-06,0.063,6890,4.184,-1.62
G0V,-1.160469E-05,0.536,5621,4.03,-1.02
G0V,-0.0001377841,0.564,5651,4.42,-0.32
G1V,-0.000192843,0.712,5613,4.11,-0.94
G0V,5.372726E-05,0.564,5651,4.42,-0.32
G0,-4.16003E-05,0.674,5480,4.387,0.03
K0V,1.418786E-05,0.819,5139,4.79,-0.07
K1V,-0.0001034093,0.819,5169,4.43,-0.17
G0V,4.480317E-05,0.557,5762,4.34,-0.42
F9V,-7.840292E-05,0.486,5790,3.7,-0.65
G0V,-6.676158E-05,0.572,5661,4.27,-0.37
F9V,-0.0003509479,0.568,5748,4.17,-0.42
G0V,-0.0002194389,0.549,5890,4.41,-0.11
G8IV-V,-9.543558E-05,0.701,5563,4.23,-0.02
G6V,-0.0002301595,0.603,5474,4.16,-0.67
G0V,-0.0001430595,0.564,5651,4.42,-0.32
G8V,-0.0001018777,0.851,5211,4.38,0.36
M1V,5.165425E-05,1.474,3705,4.8,0.6
M1V,0.0006281564,1.474,3705,4.8,0.6
M1V,0.001038522,1.474,3705,4.8,0.6
O9.5Vvar,0.0002939133,0.18,6537,2.497,-2.09
M1V,0.000488245,1.474,3705,4.8,0.6
M1V,1.885517E-05,1.474,3705,4.8,0.6
O9.5Vvar,0.0004153191,0.18,6537,2.497,-2.09
M1V,9.54451E-05,1.474,3705,4.8,0.6
F0,0.0001169178,0.359,6767,4.083,-0.21
G2V,-0.0001672751,0.539,5373,4.37,-1.08
G2V,-0.0003402413,0.539,5373,4.37,-1.08
M1V,-0.0003466496,1.474,3705,4.8,0.6
M1V,0.0003811367,1.474,3705,4.8,0.6
O9.5Vvar,8.616977E-05,0.18,6537,2.497,-2.09
O9.5Ib...,0.000233539,-0.199,9899,2.924,0.09
O9.5Ib...,-0.0003327265,-0.199,9899,2.924,0.09
O9.5Vvar,0.0002534537,0.18,6537,2.497,-2.09
O9.5Ib...,-0.0001865632,-0.199,9899,2.924,0.09
O9.5Vvar,-1.846676E-06,0.18,6537,2.497,-2.09
O9.5Ib...,-0.0002673201,-0.199,9899,2.924,0.09
M1V,-3.382801E-05,1.474,3705,4.8,0.6
O9.5Vvar,0.0001378366,0.18,6537,2.497,-2.09
K1V,4.407917E-05,0.811,5059,4.45,-0.16
G6V,0.0004791888,0.603,5474,4.16,-0.67
K3V,-6.616062E-05,0.95,4775,4.409,-0.12
G2V,5.017635E-06,0.539,5373,4.37,-1.08
M1V,-1.035828E-05,1.474,3705,4.8,0.6
A2,-0.0001671172,0.298,7118,4.045,-0.15
M1V,-0.0004285747,1.474,3705,4.8,0.6
A0,-5.143422E-05,0.116,7652,4.287,0.06
F5V,-0.0004755528,0.45,7368,4.607,-0.25
A0,3.221477E-05,-0.045,10219,4.064,0.19
F9V,-0.0006122307,0.479,5841,4.16,-0.72
G1V,-0.0001692765,0.6,5630,4.5,-0.45
M1V,6.2945E-05,1.474,3705,4.8,0.6
O9.5Ib...,-0.0002442731,-0.199,9899,2.924,0.09
O9.5Vvar,0.0001530335,0.18,6537,2.497,-2.09
O9.5Ib...,7.197129E-06,-0.199,9899,2.924,0.09
M1V,0.0003973976,1.474,3705,4.8,0.6
O9.5Vvar,-6.295116E-06,0.18,6537,2.497,-2.09
O9.5Vvar,-0.0003037335,0.18,6537,2.497,-2.09
O9.5Ib...,-0.000765469,-0.199,9899,2.924,0.09
O9.5Vvar,-5.280283E-05,0.18,6537,2.497,-2.09
Fw,2.577597E-05,0.647,4949,1.32,-2.32
F9V,-8.892804E-05,0.486,5790,3.7,-0.65
G6V,-0.0003207452,0.603,5474,4.16,-0.67
K1V,-3.041083E-05,0.811,5059,4.45,-0.16
G2V,-0.000351792,0.539,5373,4.37,-1.08
G8V,4.652798E-06,0.851,5211,4.38,0.36
B9III,-0.0002159086,-0.021,9640,3.804,-0.06
G0V,-0.0001715481,0.547,5704,4.05,-0.64
G0Vm,-4.901479E-05,0.501,5845,3.81,-0.88
M0V,7.025737E-05,1.41,3858,4.165,-0.06
Fw,8.622139E-05,0.647,4949,1.32,-2.32
G2V,-8.335744E-06,0.539,5373,4.37,-1.08
A0,-0.0003243316,0.116,7652,4.287,0.06
F9V,-0.0002714639,0.486,5790,3.7,-0.65
K3III,-4.23978E-05,1.299,4395,2.11,-0.01
G1V,0.0001310587,0.712,5613,4.11,-0.94
G0,-0.0002546401,0.645,5467,4.68,-0.4
K1V,0.0001357262,0.811,5059,4.45,-0.16
F9V,3.982719E-05,0.486,5790,3.7,-0.65
K1V,6.020827E-05,0.811,5059,4.45,-0.16
K1V,-2.609897E-05,0.819,5169,4.43,-0.17
G8Vp,0.0008596642,0.754,5047,4.59,-1.34
G5,0.000398644,0.953,4576,1.4,-1.71
O9.5Ib...,0.0007097382,-0.199,9899,2.924,0.09
M1V,0.0007610999,1.474,3705,4.8,0.6
K1V,-0.0001389605,0.811,5059,4.45,-0.16
K1V,7.933867E-05,0.813,5190,2.7,0.01
K2V,0.000164115,0.871,4955,4.47,-0.23
K1V,7.817891E-05,0.819,5169,4.43,-0.17
G0V,5.264092E-05,0.549,5890,4.41,-0.11
G2V,-3.757326E-05,0.581,5506,3.8,-0.5
G5,-4.708583E-05,0.645,5476,4.357,-0.32
G5,0.0001525243,0.717,5426,4.5,-0.04
O9.5Vvar,4.411197E-05,0.18,6537,2.497,-2.09
O9.5Vvar,9.267958E-05,0.18,6537,2.497,-2.09
O9.5Vvar,4.837914E-05,0.18,6537,2.497,-2.09
O9.5Vvar,0.0001994257,0.18,6537,2.497,-2.09
O9.5Vvar,6.047486E-05,0.18,6537,2.497,-2.09
O9.5Vvar,7.346526E-05,0.18,6537,2.497,-2.09
O9.5Ib...,-2.332347E-05,-0.199,9899,2.924,0.09
O9.5Ib...,0.0002868436,-0.199,9899,2.924,0.09
O9.5Vvar,0.0001391569,0.18,6537,2.497,-2.09
O9.5Ib...,0.000382096,-0.199,9899,2.924,0.09
B6Vnn,-0.0004754029,-0.119,13582,3.952,-0.08
O9.5Ib...,0.0002075686,-0.199,9899,2.924,0.09
O9.5Vvar,0.0002553847,0.18,6537,2.497,-2.09
O9.5Vvar,0.0002371397,0.18,6537,2.497,-2.09
O9.5Vvar,0.0001129047,0.18,6537,2.497,-2.09
O9.5Vvar,5.16123E-05,0.18,6537,2.497,-2.09
O9.5Ib...,-0.0001210003,-0.199,9899,2.924,0.09
O9.5Ib...,0.0003902927,-0.199,9899,2.924,0.09
O9.5Ib...,0.0001771683,-0.199,9899,2.924,0.09
M2V,0.0008303273,1.502,3717,4.89,-0.2
O9.5Vvar,0.0001230896,0.18,6537,2.497,-2.09
O9.5Vvar,0.0001167581,0.18,6537,2.497,-2.09
M1V,-1.997332E-05,1.474,3705,4.8,0.6
F9V,0.0004318674,0.529,5784,4.14,-0.55
G1V,0.0004422411,0.6,5630,4.5,-0.45
G3IV,-0.0001310417,0.828,5126,3.5,-0.59
G0V,-8.452588E-05,0.547,5704,4.05,-0.64
G0,-0.0001520363,0.564,5720,4.4,-0.54
G0V,0.0001575393,0.564,5651,4.42,-0.32
O9.5Vvar,0.0005478332,0.18,6537,2.497,-2.09
O9.5Vvar,9.852368E-05,0.18,6537,2.497,-2.09
O9.5Vvar,0.0001766419,0.18,6537,2.497,-2.09
O9.5Ib...,0.0001863474,-0.199,9899,2.924,0.09
O9.5Vvar,8.71258E-05,0.18,6537,2.497,-2.09
O9.5Vvar,0.0001941757,0.18,6537,2.497,-2.09
O9.5Ib...,0.000195995,-0.199,9899,2.924,0.09
O9.5Vvar,0.0003973235,0.18,6537,2.497,-2.09
O9.5Ib...,0.0003509,-0.199,9899,2.924,0.09
K7V,0.0006061612,1.363,3900,4.232,0.17
O9.5Vvar,0.0001676891,0.18,6537,2.497,-2.09
O9.5Ib...,0.0003026117,-0.199,9899,2.924,0.09
M1V,0.0009295488,1.474,3705,4.8,0.6
K3III,-2.876129E-05,1.299,4395,2.11,-0.01
K3III,-5.76078E-05,1.299,4395,2.11,-0.01
G2V,-2.091411E-05,0.539,5373,4.37,-1.08
0,-0.0001045547,0.404,6442,3.712,-0.33
M1V,0.0004566155,1.474,3705,4.8,0.6
G0V,0.0004776574,0.526,5704,4.36,-0.74
G1V,2.550131E-05,0.712,5613,4.11,-0.94
G5III,0.0004379902,0.709,5073,2.51,-1.44
sdG2,0.0004619488,0.621,5405,4.49,-1.7
K1V,-8.204198E-05,0.811,5059,4.45,-0.16
M1V,0.0004014503,1.474,3705,4.8,0.6
K7V,0.001038373,1.363,3900,4.232,0.17
M1V,0.00103486,1.474,3705,4.8,0.6
F5,-1.97122E-05,0.354,6643,4.063,-0.35
A0,0.0006107584,0.089,7533,4.271,-0.37
A3V,8.814156E-05,0.114,7828,3.97,0.1
F7V-VI,0.0006734959,0.452,5961,4.3,-1.16
O9.5Ib...,0.0002514449,-0.199,9899,2.924,0.09
O9.5Ib...,0.0002914231,-0.199,9899,2.924,0.09
O9.5Ib...,0.0002084777,-0.199,9899,2.924,0.09
O9.5Vvar,0.0002379617,0.18,6537,2.497,-2.09
O9.5Vvar,0.0003688862,0.18,6537,2.497,-2.09
O9.5Vvar,0.0002599118,0.18,6537,2.497,-2.09
F4V,0.0001555749,0.32,7014,4.155,-0.09
G1V,0.001198922,0.712,5613,4.11,-0.94
O9.5Ib...,4.823942E-05,-0.199,9899,2.924,0.09
O9.5Vvar,5.595849E-05,0.18,6537,2.497,-2.09
O9.5Ib...,0.0001502834,-0.199,9899,2.924,0.09
O9.5Vvar,-1.357506E-06,0.18,6537,2.497,-2.09
O9.5Ib...,0.0002735476,-0.199,9899,2.924,0.09
O9.5Ib...,0.0001976616,-0.199,9899,2.924,0.09
O9.5Ib...,0.0001219703,-0.199,9899,2.924,0.09
Fw,-0.001516318,0.647,4949,1.32,-2.32
G1V,-3.992443E-05,0.561,5659,4.42,-0.6
G2V,0.0004260962,0.65,5777,4.44,0
K3V,-1.978133E-05,0.95,4775,4.409,-0.12
O9.5Ib...,0.0004226647,-0.199,9899,2.924,0.09
K7V,0.0005815392,1.363,3900,4.232,0.17
M1V,0.001067807,1.474,3705,4.8,0.6
O9.5Ib...,0.0001887104,-0.199,9899,2.924,0.09
O9.5Vvar,0.0003173945,0.18,6537,2.497,-2.09
O9.5Vvar,0.0003958548,0.18,6537,2.497,-2.09
O9.5Ib...,0.0001475717,-0.199,9899,2.924,0.09
O9.5Vvar,0.0001861303,0.18,6537,2.497,-2.09
O9.5Ib...,0.0004265607,-0.199,9899,2.924,0.09
O9.5Vvar,0.0001760593,0.18,6537,2.497,-2.09
O9.5Ib...,0.0004562947,-0.199,9899,2.924,0.09
O9.5Vvar,-4.470421E-05,0.18,6537,2.497,-2.09
M1V,0.0011957,1.474,3705,4.8,0.6
M1V,0.0003709293,1.474,3705,4.8,0.6
O9.5Ib...,0.0001957073,-0.199,9899,2.924,0.09
O9.5Ib...,-0.0001100026,-0.199,9899,2.924,0.09
O9.5Vvar,0.0001593645,0.18,6537,2.497,-2.09
O9.5Vvar,0.0001424669,0.18,6537,2.497,-2.09
O9.5Ib...,-8.202168E-05,-0.199,9899,2.924,0.09
K7V,4.173905E-05,1.363,3900,4.232,0.17
M1V,0.0006943662,1.474,3705,4.8,0.6
M1V,0.0003725547,1.474,3705,4.8,0.6
G5,-0.0003333609,0.717,5426,4.5,-0.04
K1V,-7.073292E-05,0.811,5059,4.45,-0.16
K0V,-0.0001967884,0.786,5221,4.5,-0.24
G1V,-3.245736E-05,0.6,5630,4.5,-0.45
G5,-8.209658E-05,0.717,5426,4.5,-0.04
M1V,-0.0002071199,1.474,3705,4.8,0.6
G8Vp,0.0001191074,0.754,5047,4.59,-1.34
K0V,-4.418852E-05,0.786,5221,4.5,-0.24
K2V,-2.773428E-05,0.871,4955,4.47,-0.23
Fw,0.0003187817,0.647,4949,1.32,-2.32
G8V,-0.0001232094,0.692,5285,4.62,-0.71
G1V,3.439862E-05,0.6,5630,4.5,-0.45
G5Vp,-0.0001119884,0.704,5320,4.49,-0.76
M1V,0.0001377437,1.474,3705,4.8,0.6
0,-0.0001876349,1.633,3714,1.49,-0.57
Fw,6.270447E-05,0.647,4949,1.32,-2.32
M1V,0.0004251614,1.474,3705,4.8,0.6
M1V,-0.0002814663,1.474,3705,4.8,0.6
F7V,-4.764864E-06,0.465,5935,4.24,-0.54
M1V,3.141509E-05,1.474,3705,4.8,0.6
M1V,0.0001468187,1.474,3705,4.8,0.6
M1V,6.208065E-05,1.474,3705,4.8,0.6
M1V,5.40516E-05,1.474,3705,4.8,0.6
Fw,0.002826227,0.647,4949,1.32,-2.32
K0V,-0.0002169777,0.819,5139,4.79,-0.07
G5,2.501207E-05,0.645,5476,4.357,-0.32
M1V,-0.0007595707,1.474,3705,4.8,0.6
K3V,-0.0001301161,0.95,4775,4.409,-0.12
F8IV,-6.055235E-05,0.456,6163,4.12,-0.29
M1V,-0.0007056585,1.474,3705,4.8,0.6
K7V,8.124086E-05,1.363,3900,4.232,0.17
O9.5Ib...,-0.0001025226,-0.199,9899,2.924,0.09
G0V,-1.054463E-06,0.564,5651,4.42,-0.32
G0V,0.0005331422,0.536,5621,4.03,-1.02
K0V,-7.543524E-05,0.786,5221,4.5,-0.24
K0V,-3.10565E-05,0.786,5221,4.5,-0.24
K1V,9.281631E-05,0.811,5059,4.45,-0.16
0,0.0002624452,1.633,3714,1.49,-0.57
O9.5Vvar,5.232502E-05,0.18,6537,2.497,-2.09
O9.5Ib...,0.0001074797,-0.199,9899,2.924,0.09
O9.5Vvar,2.891063E-05,0.18,6537,2.497,-2.09
O9.5Vvar,0.0002489849,0.18,6537,2.497,-2.09
O9.5Vvar,0.0002045529,0.18,6537,2.497,-2.09
O9.5Ib...,0.0002652613,-0.199,9899,2.924,0.09
O9.5Ib...,0.0001368482,-0.199,9899,2.924,0.09
O9.5Vvar,0.000212535,0.18,6537,2.497,-2.09
O9.5Ib...,0.0001615923,-0.199,9899,2.924,0.09
O9.5Ib...,0.0004751785,-0.199,9899,2.924,0.09
O9.5Ib...,0.0003050872,-0.199,9899,2.924,0.09
O9.5Ib...,7.40655E-05,-0.199,9899,2.924,0.09
O9.5Vvar,0.0002451568,0.18,6537,2.497,-2.09
O9.5Ib...,0.0002286218,-0.199,9899,2.924,0.09
O9.5Ib...,0.0005212656,-0.199,9899,2.924,0.09
O9.5Ib...,0.0001965512,-0.199,9899,2.924,0.09
O9.5Ib...,0.0003594854,-0.199,9899,2.924,0.09
F6IVwvar,0.0005075927,0.382,6275,4.03,-0.57
G1V,-3.738093E-05,0.712,5613,4.11,-0.94
K5V,-8.31053E-05,1.069,4382,4.64,-0.28
K2V,9.918679E-05,0.871,4955,4.47,-0.23
K3V,-5.170296E-06,1.038,4528,4.251,0.07
sdG2,0.0005528102,0.621,5405,4.49,-1.7
K1V,0.0002101435,0.811,5059,4.45,-0.16
G8Vp,0.0005961658,0.754,5047,4.59,-1.34
M1V,0.0001560828,1.474,3705,4.8,0.6
O9.5Vvar,0.00035631,0.18,6537,2.497,-2.09
O9.5Vvar,9.776854E-05,0.18,6537,2.497,-2.09
O9.5Vvar,0.0002026948,0.18,6537,2.497,-2.09
O9.5Ib...,2.953473E-05,-0.199,9899,2.924,0.09
G8V,0.000330878,0.692,5285,4.62,-0.71
G5III,0.0002501048,0.709,5073,2.51,-1.44
G8IV-V,8.198687E-05,0.858,4804,2.5,-0.5
K5V,-1.074195E-05,0.983,4576,4.414,-0.39
G3IV,0.0006060384,0.828,5126,3.5,-0.59
G3IV,0.0007036297,0.828,5126,3.5,-0.59
G8/K0IIIw.,0.0004922298,1.337,4231,0.35,-1.82
K0V,-0.0001278432,0.786,5221,4.5,-0.24
K0V,0.0001491108,0.786,5221,4.5,-0.24
G5,-0.0001677923,0.717,5426,4.5,-0.04
G5,-0.0002902298,0.759,5262,4.5,-0.03
F8,-0.0001988782,0.419,6245,4.234,-0.49
G5,-0.0002147535,0.717,5426,4.5,-0.04
G8V,-4.888658E-05,0.692,5285,4.62,-0.71
G8V,0.0001852285,0.692,5285,4.62,-0.71
K1V,-0.0002288393,0.811,5059,4.45,-0.16
G8V,4.030284E-05,0.692,5285,4.62,-0.71
G5,-0.0001383636,0.717,5426,4.5,-0.04
G8IV-V,-0.0003065663,0.701,5563,4.23,-0.02
K1V,-3.666203E-05,0.811,5059,4.45,-0.16
G7V,-6.183503E-05,0.656,5377,4.5,-0.35
K0,-4.566907E-05,0.773,5261,4.55,-0.03
K5IV,4.672588E-05,1.063,4353,4.522,-0.47
G5,-9.003327E-05,0.717,5426,4.5,-0.04
G5,-4.53136E-05,0.717,5426,4.5,-0.04
K0,-0.0002553993,0.773,5261,4.55,-0.03
G8V,-0.0001256424,0.749,5239,4.5,-0.21
F8V,-0.0006944314,0.661,5152,2.4,-1.42
K1V,-2.941644E-05,0.811,5059,4.45,-0.16
G7V,-8.752247E-05,0.656,5377,4.5,-0.35
K2V,0.0002220896,0.871,4955,4.47,-0.23
G7V,-0.0001624067,0.656,5377,4.5,-0.35
G5,-5.488464E-05,0.717,5426,4.5,-0.04
K5V,-0.0001716588,0.983,4576,4.414,-0.39
K0V,-0.000124396,0.786,5221,4.5,-0.24
K1V,-0.0003692849,0.811,5059,4.45,-0.16
K,-7.639977E-05,1.176,4246,4.24,0
G0V,-0.0002832581,0.557,5762,4.34,-0.42
G8IV-V,1.909009E-05,0.701,5563,4.23,-0.02
G5,-0.000192141,0.717,5426,4.5,-0.04
G1V,0.0002669692,0.6,5630,4.5,-0.45
G0,-2.251223E-05,0.757,5261,4.394,-0.13
G7V,-0.000120697,0.656,5377,4.5,-0.35
G7V,8.924783E-05,0.656,5377,4.5,-0.35
G5,9.388392E-05,0.717,5426,4.5,-0.04
K1V,-0.0001521013,0.819,5169,4.43,-0.17
G8IV-V,-5.324726E-05,0.701,5563,4.23,-0.02
G5,8.287415E-05,0.717,5426,4.5,-0.04
G8IV-V,-4.969121E-05,0.701,5563,4.23,-0.02
F8V,-0.0004939898,0.661,5152,2.4,-1.42
K1V,-0.0002077216,0.813,5190,2.7,0.01
G5,-0.0001178738,0.717,5426,4.5,-0.04
G5,6.343149E-05,0.717,5426,4.5,-0.04
G8/K0IIIw.,-0.0005231919,1.337,4231,0.35,-1.82
K3V,-0.0002330568,0.95,4775,4.409,-0.12
K0V,-6.569654E-05,0.819,5139,4.79,-0.07
K3V,-4.082788E-07,1.038,4528,4.251,0.07
G5V,-3.976297E-05,0.678,5466,3.85,-0.06
